0.000000000000000000e+00 4.100000000000000000e+01 8.000000000000000000e+01 nan nan
1.000000000000000000e+00 4.200000000000000000e+01 9.700000000000000000e+01 nan nan
2.000000000000000000e+00 4.600000000000000000e+01 1.200000000000000000e+02 nan nan
3.000000000000000000e+00 4.200000000000000000e+01 7.100000000000000000e+01 nan nan
4.000000000000000000e+00 4.300000000000000000e+01 8.900000000000000000e+01 nan nan
5.000000000000000000e+00 3.600000000000000000e+01 8.000000000000000000e+01 nan nan
6.000000000000000000e+00 4.900000000000000000e+01 9.700000000000000000e+01 nan nan
7.000000000000000000e+00 3.900000000000000000e+01 7.800000000000000000e+01 nan nan
8.000000000000000000e+00 3.400000000000000000e+01 7.700000000000000000e+01 nan nan
9.000000000000000000e+00 3.900000000000000000e+01 7.500000000000000000e+01 nan nan
1.000000000000000000e+01 4.800000000000000000e+01 1.030000000000000000e+02 nan nan
1.100000000000000000e+01 4.100000000000000000e+01 7.700000000000000000e+01 nan nan
1.200000000000000000e+01 3.700000000000000000e+01 8.200000000000000000e+01 nan nan
1.300000000000000000e+01 3.300000000000000000e+01 9.800000000000000000e+01 nan nan
1.400000000000000000e+01 3.700000000000000000e+01 9.700000000000000000e+01 nan nan
1.500000000000000000e+01 4.000000000000000000e+01 8.000000000000000000e+01 nan nan
1.600000000000000000e+01 2.600000000000000000e+01 8.000000000000000000e+01 nan nan
1.700000000000000000e+01 4.700000000000000000e+01 1.200000000000000000e+02 nan nan
1.800000000000000000e+01 4.100000000000000000e+01 1.220000000000000000e+02 nan nan
1.900000000000000000e+01 3.100000000000000000e+01 8.200000000000000000e+01 nan nan
2.000000000000000000e+01 4.400000000000000000e+01 8.900000000000000000e+01 nan nan
2.100000000000000000e+01 4.200000000000000000e+01 8.700000000000000000e+01 nan nan
2.200000000000000000e+01 4.400000000000000000e+01 9.700000000000000000e+01 nan nan
2.300000000000000000e+01 4.300000000000000000e+01 7.500000000000000000e+01 nan nan
2.400000000000000000e+01 4.200000000000000000e+01 9.200000000000000000e+01 nan nan
2.500000000000000000e+01 4.100000000000000000e+01 7.300000000000000000e+01 nan nan
2.600000000000000000e+01 3.800000000000000000e+01 7.700000000000000000e+01 nan nan
2.700000000000000000e+01 4.100000000000000000e+01 7.900000000000000000e+01 nan nan
2.800000000000000000e+01 4.600000000000000000e+01 1.180000000000000000e+02 nan nan
2.900000000000000000e+01 3.100000000000000000e+01 9.700000000000000000e+01 nan nan
3.000000000000000000e+01 3.800000000000000000e+01 8.700000000000000000e+01 nan nan
3.100000000000000000e+01 2.800000000000000000e+01 9.700000000000000000e+01 nan nan
3.200000000000000000e+01 3.200000000000000000e+01 9.000000000000000000e+01 nan nan
3.300000000000000000e+01 4.900000000000000000e+01 1.230000000000000000e+02 nan nan
3.400000000000000000e+01 4.600000000000000000e+01 9.800000000000000000e+01 nan nan
3.500000000000000000e+01 3.000000000000000000e+01 8.300000000000000000e+01 nan nan
3.600000000000000000e+01 4.300000000000000000e+01 7.500000000000000000e+01 nan nan
3.700000000000000000e+01 3.900000000000000000e+01 7.900000000000000000e+01 nan nan
3.800000000000000000e+01 3.200000000000000000e+01 9.500000000000000000e+01 nan nan
3.900000000000000000e+01 4.200000000000000000e+01 1.140000000000000000e+02 nan nan
4.000000000000000000e+01 3.300000000000000000e+01 8.700000000000000000e+01 nan nan
4.100000000000000000e+01 3.400000000000000000e+01 8.800000000000000000e+01 nan nan
4.200000000000000000e+01 3.600000000000000000e+01 9.500000000000000000e+01 nan nan
4.300000000000000000e+01 3.200000000000000000e+01 1.100000000000000000e+02 nan nan
4.400000000000000000e+01 3.700000000000000000e+01 1.040000000000000000e+02 nan nan
4.500000000000000000e+01 4.000000000000000000e+01 7.400000000000000000e+01 nan nan
4.600000000000000000e+01 4.400000000000000000e+01 8.500000000000000000e+01 nan nan
4.700000000000000000e+01 4.300000000000000000e+01 7.900000000000000000e+01 nan nan
4.800000000000000000e+01 3.900000000000000000e+01 9.500000000000000000e+01 nan nan
