4.900000000000000000e+01 4.100000000000000000e+01 8.300000000000000000e+01 nan nan
5.000000000000000000e+01 3.300000000000000000e+01 9.400000000000000000e+01 nan nan
5.100000000000000000e+01 3.900000000000000000e+01 8.700000000000000000e+01 nan nan
5.200000000000000000e+01 2.700000000000000000e+01 8.200000000000000000e+01 nan nan
5.300000000000000000e+01 3.000000000000000000e+01 8.400000000000000000e+01 nan nan
5.400000000000000000e+01 4.700000000000000000e+01 1.220000000000000000e+02 nan nan
5.500000000000000000e+01 4.300000000000000000e+01 7.600000000000000000e+01 nan nan
5.600000000000000000e+01 3.200000000000000000e+01 8.200000000000000000e+01 nan nan
5.700000000000000000e+01 3.300000000000000000e+01 8.000000000000000000e+01 nan nan
5.800000000000000000e+01 4.000000000000000000e+01 7.500000000000000000e+01 nan nan
5.900000000000000000e+01 3.700000000000000000e+01 1.210000000000000000e+02 nan nan
6.000000000000000000e+01 4.400000000000000000e+01 8.900000000000000000e+01 nan nan
6.100000000000000000e+01 4.000000000000000000e+01 8.000000000000000000e+01 nan nan
6.200000000000000000e+01 4.000000000000000000e+01 1.030000000000000000e+02 nan nan
6.300000000000000000e+01 3.800000000000000000e+01 7.900000000000000000e+01 nan nan
6.400000000000000000e+01 3.900000000000000000e+01 8.300000000000000000e+01 nan nan
6.500000000000000000e+01 3.700000000000000000e+01 9.300000000000000000e+01 nan nan
6.600000000000000000e+01 4.200000000000000000e+01 7.200000000000000000e+01 nan nan
6.700000000000000000e+01 3.900000000000000000e+01 8.900000000000000000e+01 nan nan
6.800000000000000000e+01 4.700000000000000000e+01 1.170000000000000000e+02 nan nan
6.900000000000000000e+01 4.100000000000000000e+01 8.600000000000000000e+01 nan nan
7.000000000000000000e+01 4.300000000000000000e+01 9.600000000000000000e+01 nan nan
7.100000000000000000e+01 4.200000000000000000e+01 9.600000000000000000e+01 nan nan
7.200000000000000000e+01 3.200000000000000000e+01 9.300000000000000000e+01 nan nan
7.300000000000000000e+01 3.300000000000000000e+01 9.600000000000000000e+01 nan nan
7.400000000000000000e+01 4.400000000000000000e+01 1.060000000000000000e+02 nan nan
7.500000000000000000e+01 3.500000000000000000e+01 9.600000000000000000e+01 nan nan
7.600000000000000000e+01 3.200000000000000000e+01 8.700000000000000000e+01 nan nan
7.700000000000000000e+01 3.800000000000000000e+01 9.300000000000000000e+01 nan nan
7.800000000000000000e+01 4.700000000000000000e+01 1.220000000000000000e+02 nan nan
7.900000000000000000e+01 4.100000000000000000e+01 7.500000000000000000e+01 nan nan
8.000000000000000000e+01 4.100000000000000000e+01 1.030000000000000000e+02 nan nan
8.100000000000000000e+01 4.200000000000000000e+01 7.300000000000000000e+01 nan nan
8.200000000000000000e+01 3.200000000000000000e+01 8.100000000000000000e+01 nan nan
8.300000000000000000e+01 4.600000000000000000e+01 8.400000000000000000e+01 nan nan
8.400000000000000000e+01 2.700000000000000000e+01 8.200000000000000000e+01 nan nan
8.500000000000000000e+01 3.800000000000000000e+01 1.220000000000000000e+02 nan nan
8.600000000000000000e+01 3.500000000000000000e+01 1.050000000000000000e+02 nan nan
8.700000000000000000e+01 3.400000000000000000e+01 1.190000000000000000e+02 nan nan
8.800000000000000000e+01 3.300000000000000000e+01 1.170000000000000000e+02 nan nan
8.900000000000000000e+01 3.700000000000000000e+01 1.210000000000000000e+02 nan nan
9.000000000000000000e+01 3.700000000000000000e+01 1.220000000000000000e+02 nan nan
9.100000000000000000e+01 4.100000000000000000e+01 8.200000000000000000e+01 nan nan
9.200000000000000000e+01 3.200000000000000000e+01 1.170000000000000000e+02 nan nan
9.300000000000000000e+01 3.400000000000000000e+01 1.170000000000000000e+02 nan nan
9.400000000000000000e+01 2.900000000000000000e+01 9.800000000000000000e+01 nan nan
9.500000000000000000e+01 3.100000000000000000e+01 1.000000000000000000e+02 nan nan
9.600000000000000000e+01 4.000000000000000000e+01 1.110000000000000000e+02 nan nan
9.700000000000000000e+01 3.800000000000000000e+01 7.500000000000000000e+01 nan nan
9.800000000000000000e+01 3.600000000000000000e+01 1.210000000000000000e+02 nan nan
9.900000000000000000e+01 3.800000000000000000e+01 9.700000000000000000e+01 nan nan
1.000000000000000000e+02 3.800000000000000000e+01 1.060000000000000000e+02 nan nan
1.010000000000000000e+02 4.400000000000000000e+01 1.230000000000000000e+02 nan nan
1.020000000000000000e+02 4.400000000000000000e+01 9.300000000000000000e+01 nan nan
1.030000000000000000e+02 3.800000000000000000e+01 9.000000000000000000e+01 nan nan
1.040000000000000000e+02 3.900000000000000000e+01 9.400000000000000000e+01 nan nan
1.050000000000000000e+02 4.200000000000000000e+01 8.600000000000000000e+01 nan nan
1.060000000000000000e+02 4.400000000000000000e+01 7.200000000000000000e+01 nan nan
1.070000000000000000e+02 4.500000000000000000e+01 9.400000000000000000e+01 nan nan
1.080000000000000000e+02 2.900000000000000000e+01 8.100000000000000000e+01 nan nan
1.090000000000000000e+02 4.300000000000000000e+01 8.300000000000000000e+01 nan nan
1.100000000000000000e+02 3.800000000000000000e+01 1.210000000000000000e+02 nan nan
1.110000000000000000e+02 4.300000000000000000e+01 7.200000000000000000e+01 nan nan
1.120000000000000000e+02 3.300000000000000000e+01 1.040000000000000000e+02 nan nan
1.130000000000000000e+02 3.500000000000000000e+01 7.700000000000000000e+01 nan nan
1.140000000000000000e+02 4.100000000000000000e+01 1.090000000000000000e+02 nan nan
1.150000000000000000e+02 4.200000000000000000e+01 8.900000000000000000e+01 nan nan
1.160000000000000000e+02 4.300000000000000000e+01 7.700000000000000000e+01 nan nan
1.170000000000000000e+02 4.400000000000000000e+01 9.200000000000000000e+01 nan nan
1.180000000000000000e+02 3.700000000000000000e+01 7.900000000000000000e+01 nan nan
1.190000000000000000e+02 3.700000000000000000e+01 7.700000000000000000e+01 nan nan
1.200000000000000000e+02 3.900000000000000000e+01 8.400000000000000000e+01 nan nan
1.210000000000000000e+02 3.800000000000000000e+01 1.120000000000000000e+02 nan nan
1.220000000000000000e+02 4.500000000000000000e+01 8.900000000000000000e+01 nan nan
1.230000000000000000e+02 3.900000000000000000e+01 1.190000000000000000e+02 nan nan
1.240000000000000000e+02 5.000000000000000000e+01 1.040000000000000000e+02 nan nan
1.250000000000000000e+02 4.000000000000000000e+01 1.220000000000000000e+02 nan nan
1.260000000000000000e+02 4.000000000000000000e+01 7.500000000000000000e+01 nan nan
1.270000000000000000e+02 4.100000000000000000e+01 8.100000000000000000e+01 nan nan
